50
1.4548197	-0.8904212	0.39698532
-2.4886346	-1.4820877	-0.0955163
0.662427	0.65360826	-0.23512551
0.3847873	-0.9577664	-0.35707584
0.18163395	-2.6116114	-0.51487464
1.0802829	0.27235973	0.40015495
1.3283978	-1.0700657	-0.15579037
-0.9559981	-0.10997514	0.30056438
-0.8350319	-0.755834	0.41832685
0.21490023	1.2244855	-0.17544356
0.20567371	-0.4167088	-2.1277776
-1.3596854	1.4820976	1.3473746
0.28207	0.79304326	0.5585945
-0.33313924	0.2226326	2.0446756
0.6040982	-2.9977257	0.84771115
0.68672734	-1.7794416	-1.2592465
0.25557005	0.7197898	0.06569133
1.4449934	0.13676356	-0.7346982
-0.15562458	0.81083673	-1.7253679
-2.1905804	1.4359432	-0.0140007455
-0.18844414	0.72375005	0.07333963
-0.76708394	-0.8583041	-0.22492895
-0.9771764	-1.1462674	1.2566907
2.1289918	0.58894145	1.0282303
0.48828685	-0.15967084	2.2547598
1.9682736	-0.50559133	-0.3706374
1.6082876	-0.4557221	0.20177305
0.27997905	0.29908094	-0.3518742
0.41081363	0.38074884	-1.4769375
0.24406624	0.9666921	0.53021663
-0.6701647	-2.0320156	-1.2928351
0.60696083	0.069699585	0.40819022
-1.1758002	0.04481245	-0.5840772
-2.3988347	-0.878269	0.18115635
-0.19945948	-0.06437988	-0.1972306
-0.25743273	-1.8979769	-0.41387528
-0.79390085	0.46173018	0.94396335
-1.0511451	-1.3035067	-1.296519
-0.051152106	0.3186545	1.5010339
-0.24830918	-0.9083047	-0.57104945
-0.7122574	2.147571	0.4238607
-1.4338474	-0.02437492	0.082657576
-0.030845298	0.43101236	0.6852435
-0.05746101	0.6707514	1.1456529
0.5523254	-2.3395467	-1.3339282
-0.026302608	-1.2374668	-1.5877019
-2.0944688	0.1164559	0.7647587
1.6847137	-0.23405193	-0.29849508
0.31875354	0.6936788	0.88717484
-2.0382354	0.13195182	0.86416346
